清洗后名称,item_names,标准化名称,结果类型,是否为总结型指标,chk_item,备注
口咽悬雍?,"耳鼻喉检查,耳鼻喉检查(1),耳鼻喉科一般检查,耳鼻喉科检查,外眼检查,耳鼻喉内窥镜检测,耳鼻喉科,耳鼻咽喉科,耳鼻咽喉检查,衢州-耳鼻咽喉检查,耳鼻喉科常规检查,耳鼻喉检查(常规),耳鼻喉(职业病检查),耳鼻喉,耳鼻喉科常规检测,耳鼻喉(外耳外鼻|鼻窦和咽部),听力检测,耳鼻喉科检查(含一次性器械),音叉检查,V耳鼻喉科,耳鼻喉检查(赣州),耳鼻喉检查(2),耳鼻喉(省),耳鼻喉+(喉镜),内窥镜耳鼻咽喉检查,2019耳鼻喉,耳鼻喉常规检查,耳|鼻|喉科,耳鼻喉科检查(餐前),K耳鼻喉检查,OY耳鼻喉检查,(一楼)耳鼻喉科检查,KS耳鼻喉科检查,(JZ)耳鼻喉科检查,2018耳鼻喉科,耳鼻咽喉内窥镜检查,耳鼻喉检查A,耳|鼻|喉,耳鼻喉检查(职业病),鼻内镜检查(医保),硬性鼻咽镜检查(医保),硬性耳内镜检查(医保),(外)耳鼻喉检查,耳鼻喉检查(1)(绵阳),耳鼻喉检查(A区309),耳鼻喉检查(平安),K-(职业)耳科常规检查,耳鼻喉科(入职),音叉测听,MJ耳鼻喉科检查,K-(职业)耳鼻喉常规检查,耳科(职),间接鼻咽镜检查,耳鼻喉科(入职)(BN),耳鼻喉(延期),(306)耳鼻喉科常规检查,耳鼻喉检查(空腹),听力(128HZ音叉),耳鼻喉科(职),耳鼻喉检查N,五官科(入职),耳鼻喉常规检查(赠送),耳鼻喉科(打包),耳鼻喉检查(赠送),耳鼻喉检查(常规+电耳镜),耳鼻喉检查(三),五官科(入职)(BN),耳鼻喉(职业健康检查),丽水-耳鼻喉检查,耳鼻喉检查1,慈铭-耳鼻喉科检查,耳鼻咽喉科(团),职业健康检查-耳鼻喉,耳鼻喉科(AY),耳鼻喉科常规检查(大连),耳|鼻|喉科-A16室,职业健康-耳鼻喉,耳鼻喉常规(职业病),耳鼻喉1,耳鼻喉科检查(M),耳鼻常规检查,(科室04)耳鼻喉检查,职业健康检查(耳科常规),耳鼻喉检查(013科室),MZ耳鼻喉科检查,耳鼻咽喉科(7Y),电耳镜检查,耳鼻喉(外耳外鼻|鼻窦和咽部)(赠送),耳鼻咽常规检查,耳内镜,耳鼻喉基础(外检项目,含鼻钳),耳鼻喉检查2楼,耳鼻喉(赠送)",口咽悬雍垂,描述型,,,
胆囊超声,超声(腹部),胆,描述型,同chk_item,,
补呼气容积IRV,肺功能,补呼气容积,数值型,,,
室间隔厚度,"甲状腺彩超(双侧)-无图文,心脏彩超-无图文,女性盆腔彩超,肝胆脾胰肾彩超,前列腺超声,心脏彩超,心脏超声检查,颈动脉彩超检查,子宫附件超声,阴式彩超,膀胱输尿管超声,心脏超声,彩超(心脏),腹部彩超(餐前),心脏彩色多普勒超声,衢州-心脏彩超,心脏彩超-图文报告,颈动脉彩超(双侧)-无图文,双肾彩超,心脏彩超(无图文),心脏彩超+心功能检测(不含片),阴式彩超(子宫|附件),心脏彩超检查,心脏彩色多普勒超声检测,V心脏彩超,心脏彩超-出图文,心脏彩超(有图文),心脏B超检查,OY心脏彩超,彩超-心脏检查,心脏彩超(赠送),心脏(彩超),心脏彩超多普勒超声检测+左心功能六项,彩超心脏,心脏彩超+左心功能(VIP区),心脏彩超-图文,心脏多普勒彩超,心脏彩超+左心室功能,下肢静脉彩超(双侧),心脏检查(彩超),心脏彩超(不含图文),心脏检查彩超,心脏彩超(图文报告),彩超检查-心脏,KS心脏彩超,K心脏彩超,心脏彩超+心功能测定,彩超-心脏彩超,彩超:心脏,丽水-心脏彩超,OY心脏彩超(出图文),心脏检查彩超(赣州),心脏B超,泌尿彩超(双肾),心脏彩色多普勒超声(医保项目),MJ心脏彩超,心脏超声检查(本),心脏彩色多普勒超声(医保),心脏彩超(2T),心脏彩色多普勒超声检测+左心功能六项,超声检查-心脏超声,心脏彩超(出图文),心脏超声检查A,双侧肾上腺彩超,心脏彩超(延期)(VIP区),彩超:心脏(省),颌下腺及淋巴结彩超,心脏超声检查(2T),慈铭-心脏彩超,心脏超声检查(本地),心脏彩超(DE),心脏彩超+心功测定,心脏彩超(升级),心脏彩色多普勒超声检测+彩色图文报告,心脏彩超(图文专供),下肢动脉彩超,心脏彩超-有图文,心脏超声检查(外),心脏超声检查0,泌尿生殖系B超",室间隔厚度,数值型,,心脏彩超,
气管,内科,气管,描述型,,,
鼻咽,"耳鼻喉检查,耳鼻喉检查(1),耳鼻喉科检查,耳鼻喉科,耳鼻咽喉检查",鼻咽,描述型,,,
?部听诊,"内科检查,内科",肺部听诊,描述型,,,
裸眼视?左,"耳鼻喉检查,眼底检查,眼科检查,眼科检查(辨色力),眼科检查(外眼),眼科检查(外眼|眼底),眼科检查(眼压),裂隙灯检查,外眼检查,眼科检查(裂隙灯),眼底,眼科检查(眼底),眼科检查(视力),外眼及视力+裂隙灯检查,眼科检查(1),裂隙灯,眼科检查(外眼|眼底|眼压),眼科检查(外眼|辨色力),眼科检查(眼底|眼压|裂隙灯),眼科检查(外眼|眼底|裂隙灯),外眼及视力+眼底检查,眼底照相,外眼及视力+眼底检查+裂隙灯检查,眼科检查(2),眼科检查(3),眼底照相机,眼科检查(眼底|眼压),眼科+裂隙灯,眼科+眼底,眼科检查(4),五官科(入职)",裸视力（左）,描述型,,,
疤痕,"外科检查,外科检查(男),外科,外科检查(女),外科检查(含肛检)",疤痕部位,描述型,,,
胸围,"内科检查,内科,眼科检查(视力)",胸围,数值型,,,
?结,"内科检查,外科检查,耳鼻喉检查,眼科检查,耳鼻喉检查(1),口腔检查,眼科检查(辨色力),眼科检查(外眼),腹部彩超,女性盆腔彩超,颈椎侧位(DR),胸部正位(DR),经颅多谱勒检查TCD检查,乳腺彩超(双侧)-图文,眼科检查(外眼|眼底),肝胆脾胰肾彩超,甲状腺超声,前列腺超声,前列腺彩超,外科,耳鼻喉科,肝胆脾胰肾彩超(需空腹),颈动脉彩超,乳房超声,子宫附件彩色超声,彩超(膀胱|双输尿管),彩超(肝胆胰脾双肾),心脏超声检查,膀胱前列腺输尿管超声,上腹部超声,耳鼻咽喉科,颈动脉彩超检查,子宫附件超声,骨密度(超声),男性彩超(需憋尿),膀胱输尿管超声,阴超,眼科检查(外眼|辨色力),上腹部彩超(肝|胆|脾|胰|双肾)需空腹,前列腺彩色超声,超声(腹部),眼科检查(外眼|眼底|裂隙灯),彩超(阴式子宫附件)女,上腹部超声(B),甲状腺超声检查(出图),胸片(正位片)B,盆腔彩超(子宫|附件)需憋尿,腹部彩色超声,胸正位A",无,未确定,,,
神经浅反射,"内科检查,内科,内科检查(女)",神经浅反射,描述型,,,
前列腺超声,超声(前列腺),前列腺,描述型,同chk_item,,
乳腺扫描结论,红外线乳透,乳腺扫描,描述型,,,
膀胱,"输尿管|膀胱|子宫附件彩超,腹部彩超,甲状腺彩超,女性盆腔彩超,前列腺|膀胱彩超,泌尿生殖系彩超图文-需憋尿,腹部彩超(肝|胆|脾|胰|双肾),泌尿生殖系彩超(前列腺|膀胱),子宫附件彩超,女性彩超,肝胆脾胰肾彩超,前列腺超声,泌尿生殖系彩超(男),前列腺彩超,泌尿生殖系彩超(子宫|附件),泌尿生殖系彩超(女)双肾|膀胱|子宫附件,前列腺超声(需憋尿),泌尿生殖系彩超-无图文,双肾输尿管膀胱彩超,彩超(膀胱|双输尿管),彩超(前列腺+膀胱)男,膀胱前列腺输尿管超声,盆腔彩超,泌尿生殖系彩超(女),颈动脉彩超检查,子宫附件超声,妇科彩超,阴式彩超,男性彩超(需憋尿),膀胱输尿管超声,泌尿系统彩超,衢州-肾输尿管膀胱彩超,膀胱双肾前列腺超声,输尿管膀胱彩超(憋尿),子宫及附件彩超,泌尿彩超(男),阴超,膀胱前列腺输尿管彩超,腹部彩超(餐前),泌尿生殖系彩超(男)双肾|膀胱|前列腺,盆腔彩超(女),泌尿彩超(女),男性彩超,女性盆腔彩超(子宫|附件),盆腔彩超(男),泌尿系彩超-无图文,前列腺彩超-无图文,彩超:膀胱|输尿管(男),子宫附件B超,泌尿系统彩超(需憋尿),前列腺彩超(需憋尿),盆腔彩超男(前列腺膀胱)(需憋尿),输尿管|膀胱|前列腺彩超,双肾输尿管膀胱前列腺彩超,泌尿生殖系彩超男(无图文),泌尿生殖系彩超男性,输尿管膀胱彩超,盆腔彩超(子宫|附件),泌尿生殖系统彩超(男),膀胱子宫附件输尿管超声,泌尿系彩超(男),泌尿系彩超,彩超前列腺,泌尿彩超新(男),泌尿生殖(男)膀胱前列腺彩超,膀胱前列腺彩超,颈动脉彩超(双侧)-无图文,泌尿系彩超(男)-无图文,泌尿生殖系彩超-男,泌尿系彩超(女),前列腺|输尿管|膀胱超声,泌尿生殖系彩超(男需憋尿),彩超(子宫附件),膀胱|输尿管|前列腺彩超(男),泌尿彩超,泌尿生殖系统彩超(女),双肾彩超,泌尿生殖女性盆腔彩超(子宫卵巢附件),前列腺超声(需喝水憋尿),前列腺彩超(无图文),彩超(双肾+输尿管+前列腺+膀胱)男,泌尿系生殖系彩超(女),(二楼)膀胱输尿管超声,泌尿生殖系彩超(前列腺),前列腺|膀胱(彩超),腹部彩超+泌尿彩超(男),泌尿生殖系彩超男-无图文,膀胱输尿管超声-需憋尿,泌尿生殖系彩超-女,泌尿生殖系彩超(女)(不含片),阴式彩超(子宫|附件),泌尿系彩超-女,彩超(输尿管|膀胱|前列腺)男,泌尿生殖系彩超(女需憋尿),泌尿系(含前列腺)彩超-无图文,彩超:双肾|双输尿管|膀胱,妇科彩超(需憋尿),泌尿生殖系彩超(男)(不含片),泌尿生殖彩超(男),泌尿系统彩超(男),泌尿系彩超(女)(需憋尿),男性盆腔彩超(前列腺),男性下腹部彩超,泌尿生殖系彩超(需憋尿),女泌尿彩超(不出片),泌尿生殖系彩超女(无图文),双肾输尿管膀胱B超,女泌尿生殖系彩超,前列腺|膀胱|输尿管超声,泌尿系彩超(膀胱|前列腺),泌尿生殖彩超(男)出图文,盆腔彩超(或阴式彩超),彩超(膀胱\输尿管)(不含出片),膀胱输尿管彩超(赣州),泌尿生殖系彩超(膀胱|子宫|附件),男性泌尿系彩超,膀胱输尿管彩超,泌尿彩超(输尿管|膀胱|前列腺),彩超:膀胱输尿管(省),膀胱|输尿管彩超,双肾彩超(泌尿),妇科彩超(新),下腹部超声(B),泌尿生殖系彩超(男)(无图文),泌尿超声(女)(2T),男泌尿生殖系彩超,膀胱超声,输尿管.膀胱.前列腺彩超,泌尿生殖系彩超,下腹部超声(女),泌尿生殖系彩超(女)-无图文,2019彩超:膀胱|输尿管,泌尿系统彩超(膀胱|前列腺),前列腺彩超(男性)-无图文,(二楼)泌尿生殖系彩超(男),泌尿生殖彩超(双肾膀胱子宫附件),彩超:膀胱|输尿管,下腹部超声(子宫附件)无图,泌尿生殖系彩超2(男),泌尿系彩超(男)(无图文),V腹部彩超+泌尿系彩超(男),泌尿生殖系彩超(男)-无图文,泌尿生殖系彩超(女)(无图文),前列腺/膀胱/输尿管彩超(男),(JZ)彩超(输尿管|膀胱|前列腺),(外)泌尿系彩超,生殖系彩超(女),泌尿生殖系彩超(膀胱|前列腺),彩超(前列腺+膀胱)(男),泌尿系统彩超(膀胱|前列腺|输尿管),女性彩超(膀胱\输尿管\子宫\附件),输尿管膀胱前列腺彩超(男性),子宫附件|膀胱(彩超),彩超(前列腺+膀胱+双肾)男,男性盆腔彩超,彩超(子宫及双侧附件经腹)女,膀胱输尿管B超,膀胱输尿管(彩超),泌尿生殖系彩超2(女),泌尿系彩超(男性憋尿),泌尿系彩超(无图文),超声(膀胱前列腺输尿管),女性盆腔彩超(需憋尿),彩超(前列腺+膀胱),(二楼)泌尿生殖系彩超(女),OY泌尿生殖系彩超,男士泌尿系彩超,盆腔彩超(子宫|附件)需憋尿,男性彩超(膀胱\输尿管\前列腺),泌尿系超声-男(膀胱|前列腺|输尿管),子宫|附件及输尿管|膀胱彩超(女性),下腹彩超(男-三合一),泌尿系统彩超(女),膀胱彩超,彩超(输尿管膀胱),彩超(前列腺|膀胱),膀胱|输尿管双肾彩超,男科彩超(前列腺|膀胱|输尿管),彩超(子宫及双侧附件经腹)(女),输尿管超声,泌尿生殖彩超(女)无图文,泌尿彩超(输尿管|膀胱),前列腺膀胱|输尿管彩超,泌尿生殖系彩超(男)不出图,肾输尿管膀胱前列腺彩超(男),子宫及双侧附件彩色多普勒经腹(女),彩超-膀胱输尿管,前列腺双肾彩超,泌尿生殖彩超(双肾膀胱前列腺),KS男科彩超(前列腺膀胱输尿管),膀胱前列腺超声,泌尿生殖系彩超(膀胱|双肾),超声(膀胱前列腺输尿管)A,泌尿生殖系彩超女-无图文,超声女(膀胱子宫附件输尿管),下腹部超声(男),泌尿系统超声(新),OY男泌尿生殖系彩超(肾|输|膀|前)出图,泌尿系女彩超(不含肾),男盆腔彩超,膀胱|输尿管|双肾彩超,泌尿超声(男)(2T),(326-331)泌尿系统彩超(需憋尿),女性彩超(不含图文),超声(膀胱子宫附件输尿管)A,女性彩超(膀胱\输尿管\子宫\附件)(不含出,膀胱|前列腺彩超,男性彩超(膀胱\输尿管\前列腺)(不含出片),彩超(双肾+输尿管+膀胱)女,泌尿系彩超(双肾+输尿管+前列腺+膀胱)男,泌尿系彩超-男,女性下腹部彩超,泌尿系彩超(女)(无图文),女性彩超(膀胱|子宫|附件),膀胱|输尿管|前列腺彩超,下腹部超声(前列腺)无图,男性彩超(不含图文),膀胱前列腺B超,女泌尿系统彩超,双肾输尿管膀胱彩超(女),泌尿系彩超(女性憋尿),女盆腔彩超,肝胆脾肾彩超(外检),前列腺膀胱输尿管彩超,输尿管|膀胱|子宫附件超声,膀胱|输尿管彩超(憋尿),泌尿生殖彩超(女),泌尿系彩超(前列腺|膀胱|男),泌尿系统超声(女),彩超男下腹部(前列腺|输尿管|膀胱|肾),泌尿超声检查,泌尿系彩超(女)不出图,男泌尿彩超(不出片),泌尿系彩超(需憋尿),前列腺双肾输尿管膀胱彩超(男),前列腺膀胱彩超,泌尿生殖系B超(男),男性彩超(膀胱|前列腺|输尿管),膀胱输尿管彩超(需憋尿),彩超(前列腺+膀胱+输尿管)男,(JZ)彩超(输尿管|膀胱),阴式彩超-图文,泌尿系彩超(女性),膀胱及前列腺彩色多普勒(男),前列腺|双侧输尿管彩超,下肢静脉彩超(双侧),前列腺|膀胱彩超(需憋尿),超声(膀胱子宫附件输尿管),双肾|膀胱|前列腺彩超,生殖系彩超(男),KS妇科彩超(子宫|附件),KS肾膀胱输尿管超声,下腹部彩超,(JZ)彩超(双肾|输尿管|膀胱|前列腺),肾输尿管膀胱彩超(憋尿),超声(膀胱子宫附件),彩超(输尿管|膀胱|子宫及附件)女,子宫附件膀胱彩超(无图文),彩超(泌尿系统),子宫/附件/膀胱彩超(女),泌尿系彩超(双侧输尿管|膀胱|前列腺),泌尿彩超(肾|输尿管|膀胱),膀胱子宫附件输尿管彩超,子宫附件|膀胱(阴式)彩超,膀胱输尿管双肾彩超,(外)前列腺彩超,子宫附件|膀胱彩超,泌尿生殖系彩超(前列腺膀胱输尿双肾),泌尿生殖彩超(男)无图文,女性泌尿生殖系彩超,肾输尿管膀胱彩超(女),彩超(膀胱输尿管),彩超(泌尿系),膀胱子宫附件输尿管彩超(绵阳),泌尿生殖彩超(女)出图文,女泌尿彩超,膀胱|输尿管(彩超),彩超(膀胱),OY泌尿彩超(双肾|膀胱)出图文,彩超(子宫双侧附件经腹|膀胱|输尿管)女,膀胱前列腺输尿管彩超(绵阳),彩超(前列腺+膀胱+输尿管)男+彩色图文报告,泌尿彩超-男(出图),(美年好医生)彩超(输尿管+膀胱),K泌尿彩超(前列腺|膀胱|输尿管),泌尿系统彩超(输尿管膀胱)-无图文,泌尿彩超-女(出图),膀胱|输尿管彩超检查,男性泌尿生殖彩超,泌尿系彩超-图文,彩超(泌尿系+前列腺彩超),肾输尿管膀胱前列腺B超,超声男(膀胱前列腺输尿管),彩超检查-膀胱|输尿管,男性泌尿生殖系统彩超,生殖系彩超(膀胱子宫附件),泌尿(双肾|输尿管|膀胱)彩超检查,泌尿系统彩超(膀胱|输尿管),双肾.输尿管.膀胱彩超,(美年好医生)彩超(前列腺),子宫附件|膀胱(经腹),肾膀胱输尿管彩超,双肾,双输尿管,膀胱彩超,泌尿生殖系彩超(前列腺|膀胱|双肾),泌尿超声检查(出图),双肾输尿管膀胱彩超+图文,妇科彩超女,彩超:肝胆脾胰双肾,下腹部超声(2017女),下腹部超声无图(子宫附件),下腹部超声(2017男),泌尿系彩超(双肾+输尿管+膀胱)女,彩超(输尿管+膀胱),MJ泌尿生殖系彩超,膀胱子宫及附件B超,泌尿系彩超男(前列腺|膀胱|输尿管),子宫附件膀胱彩超,膀胱输尿管超声(需憋尿),彩超(膀胱双肾+双侧输尿管)(女),泌尿系彩超(输尿管|膀胱),输尿管|膀胱彩超,泌尿彩超(双肾),膀胱子宫附件超声,肝胆脾胰彩超(外检),肾输尿管膀胱B超,彩超(膀胱双侧输尿管),泌尿系统超声,泌尿系男彩超(不含肾),泌尿生殖系彩超-男-图文,泌尿系彩超(双肾|膀胱|输尿管),前列腺彩超(男性)+图文,膀胱输尿管超声不出图,双肾输尿管膀胱彩超(外检),膀胱输尿管彩超(无图文),双肾输尿管膀胱前列腺彩超(男性),彩色多普勒妇科超声(医保),泌尿系彩超(膀胱输尿管),男泌尿彩超,泌尿系彩超(输尿管+膀胱)女,输尿管膀胱B超,膀胱输尿管B超(女性),泌尿生殖系彩超-图文,V泌尿系彩超(男),活动超声男(膀胱前列腺输尿管),K泌尿彩超(膀胱|前列腺),输尿管.膀胱.子宫附件彩超,泌尿生殖系B超前列腺,腹部彩超(含图文),输尿管膀胱前列腺B超,彩色多普勒泌尿系超声(医保),泌尿生殖系彩超-女-图文,腹部彩超+泌尿彩超(女),子宫附件输尿管膀胱超声,彩超泌尿系(女),双肾|输尿管|膀胱彩超,前列腺双肾膀胱彩超,泌尿系彩超女(膀胱|输尿管|双肾),双肾|输尿管|膀胱|子宫附件彩超,彩超(膀胱)需憋尿,彩超(前列腺+膀胱)(BN),K男科彩超(前列腺|膀胱|输尿管),彩超(子宫附件|膀胱|输尿管<经腹>),女性泌尿系彩超(膀胱|输尿管|双肾),女士泌尿系彩超(双肾|膀胱|输尿管),泌尿生殖系彩超(膀胱|子宫|附件|双肾),泌尿生殖系彩超无图文-需憋尿,泌尿生殖系彩超(作废)-无图文,泌尿生殖彩超(女)(无图文),泌尿生殖彩超(男)(出图文),泌尿生殖彩超(男)(无图文),K泌尿彩超(膀胱|输尿管),彩色多普勒泌尿系超声检查男(医保),泌尿系统彩超(膀胱|双肾),泌尿系彩超(含图文),膀胱子宫附件输尿管超声A,超声五项(肝胆脾双肾膀胱),泌尿生殖彩超(女)(出图文),前列腺|输尿管|膀胱彩超,泌尿系彩超(膀胱),MJ泌尿系彩超,泌尿生殖系彩超22(男),泌尿系统超声(女)(2T),膀胱输尿管超声(需喝水憋尿),双侧肾上腺彩超,泌尿系(女性)彩超-无图文,超声男(膀胱前列腺输尿管)A,肝胆脾胰双肾膀胱彩超,女性盆腔彩超-无图文,男性盆腔彩超-无图文,泌尿生殖系彩超(男)需憋尿,(JZ)彩超(双肾|输尿管|膀胱),女泌尿生殖系彩超(膀胱|子宫附件),泰康人寿泌尿B超(肾|输尿管|膀胱)女,生殖系(含子宫附件)彩超-无图文,女泌尿生殖系彩超(输尿管膀胱|子宫附件|),前列腺|膀胱超声,泌尿生殖系彩超(肾|膀胱输尿管|子宫附件,彩色多普勒泌尿系超声检查(医保项目),泌尿系超声(肾,膀胱,输尿管),泌尿彩超(女)需憋尿,泌尿生殖系B超女,2019彩超:全腹彩超(男性),女士泌尿系彩超,男科彩超(前列腺|膀胱|输尿管)K,男性B超(膀胱|前列腺)需憋尿,泌尿彩超(男)需憋尿,泌尿系彩超(女)-无图文,泌尿系(含前列腺)彩超-有图文,泌尿生殖系彩超男(图文),超声(前列腺泌尿系统)不出图,超声女(膀胱子宫附件输尿管)A,膀胱前列腺输尿管超声A,下腹部超声(子宫附件)A无图,V腹部彩超+泌尿系彩超(女),彩超:全腹彩超(女)(省),彩超(输尿管+前列腺+膀胱)男,男泌尿生殖系彩超(前列腺|膀胱|双肾),超声检查-膀胱|输尿管超声,全腹彩超(团检男),泌尿生殖系B超(女),全腹彩超(团检女),女性B超(子宫|附件)需憋尿,活动超声女(膀胱子宫附件输尿管),全腹彩超(男),彩超(膀胱\输尿管),B超(膀胱),颌下腺及淋巴结彩超,泌尿系统超声(男)(2T),泌尿生殖彩超+图文报告(女),彩超(前列腺|膀胱)(AY),下腹部彩超(膀胱输尿管|前列腺),子宫|卵巢|膀胱彩超(女),膀胱输尿管前列腺彩超(男),彩色多普勒泌尿系超声检查男,泌尿彩超789(男),泌尿生殖系彩超女(图文),泌尿生殖系彩超(子宫附件|膀胱),慈铭-泌尿彩超,下腹部彩超(膀胱输尿管|子宫附件),前列腺|膀胱(彩超)需憋尿,子宫附件|膀胱(彩超)需憋尿,彩超(膀胱|输尿管),男泌尿系彩超,泌尿系彩超-需憋尿,男性彩超(前列腺|膀胱|输尿)(不含图文),女性彩超(子宫附膀胱输尿管)(不含图文),双肾输尿管膀胱彩超(需憋尿),泌尿系统超声(男)(DE),泌尿系统超声(女)(DE),(AM)膀胱|输尿管彩超,(AM)膀胱彩超,泌尿生殖系统彩超(女)(憋尿),泌尿系统彩超(外检专用),彩超(膀胱+输尿管)女+彩色图文报告,泌尿(彩超),双肾输尿管膀胱B超(外检),子宫及附件膀胱彩超,泌尿系女彩超,泌尿系男彩超,KS膀胱输尿管彩超(男),泌尿生殖系统彩超(男)(憋尿),女泌尿彩超-,泌尿系彩超加项,KS输尿管膀胱彩超(女),彩超前列腺(赠送),膀胱B超,子宫附件输尿管膀胱超声W,双肾输尿管膀胱前列腺彩超(外检),泌尿彩超789替换女,前列腺+泌尿彩超,医保-妇科彩超,肝胆脾双肾(泌尿)彩超,膀胱B超(女),膀胱彩超(无图文),肾输尿管膀胱彩超,(AM)男性泌尿生殖彩超,医保-泌尿系统彩超(男),泌尿生殖系超声(憋尿),下腹部超声无图(前列腺),泌尿系统超声(2)(膀胱输尿管双肾),泌尿生殖系彩超(贵宾),男泌尿生殖系彩超(前列腺|膀胱),KS膀胱彩超女,(AM)女性泌尿生殖彩超,泌尿系彩超(肾|膀胱|输尿管),K膀胱|前列腺彩超,V泌尿系彩超(女),盆腔彩超(铁路),泌尿彩超(双肾|膀胱),生殖彩超(膀胱前列腺),泌尿系统彩超(双肾输尿管膀胱)+图文,双肾.输尿管.膀胱.子宫附件彩超,泌尿系彩超-作废,泌尿生殖彩超(男)-无图文,彩超:全腹彩超(男)(省),男科彩超(膀胱|输尿管)K,超声检查-膀胱输尿管,男性泌尿系彩超(膀胱|输尿管|前列腺),妇科彩超(女),膀胱|双肾|输尿管超声,泌尿生殖系(含子宫附件)彩超-无图文,下腹部彩超(肾|膀胱输尿管|子宫附件),彩超(膀胱+输尿管检查),泌尿彩超789替换男,肝胆脾双肾膀胱彩超,女性泌尿生殖彩超-无图文,泌尿系彩超(职业病),超声(膀胱及输尿管),泌尿系彩超女,泌尿生殖系彩超(赠送),泰康人寿泌尿B超(肾输尿管膀胱前列腺)男,K膀胱彩超,KS膀胱彩超,膀胱彩超(7Y),膀胱前列腺输尿管超声N,子宫附件输尿管膀胱超声N,子宫附件|输尿管|膀胱(经腹),膀胱输尿管超声(138|139|159|160),泌尿系统彩超(膀胱),泌尿生殖系彩超男-图文,膀胱前列腺彩超(男),膀胱|子宫附件|输尿管超声,女性全腹彩超,泌尿系统超声(男),下腹部超声(前列腺)A无图,泌尿系彩超(含肾-女性憋尿),膀胱彩超(免),女泌尿彩超-项目代码停用,泌尿彩超(双肾|膀胱)图文,泌尿生殖系B超(需憋尿),泌尿系彩超(输尿管|膀胱)-停用,女士泌尿系彩超(膀胱|输尿管),泌尿生殖系彩超(女)诊断是否怀孕,泌尿系彩超-需憋尿2楼,医保-泌尿系统彩超(女),泌尿超声(男)(DE),VIP腹部彩超+泌尿系彩超(男),泌尿生殖系彩超(输尿管膀胱|前列腺),VIP腹部彩超+泌尿系彩超(女),彩超男下腹部(前列腺|输尿管|膀胱),泌尿生殖系彩超男(有图文),泌尿生殖系彩超1(女),彩超(泌尿系统)(BN),超声(膀胱子宫附件输尿管)不出图,彩超(上腹+泌尿生殖系-男),盆腔彩超-女,女性泌尿系统彩超,泌尿彩超(出图),男性下腹部超声,女性下腹部超声,膀胱输尿管E超,泌尿生殖系彩超11(女),平安人寿泌尿系彩超(双肾|输尿管|膀胱),男下腹部彩超(前列腺|输尿管|膀胱),全腹彩超,全腹彩超(肝胆脾胰肾|膀胱),肝胆胰脾肾子宫及附件超声,彩超(腹部+泌尿)(男),彩超腹部检查男,彩色B超(腹部|妇科),彩超上腹部(男),彩色B超(腹部|泌尿),彩超腹部检查女,彩超全套男,肝胆脾胰彩超(含图文),下腹部彩超(男),彩超(腹部+泌尿系+妇科),男性全腹彩超,腹部彩超+泌尿系彩超(男),彩超上腹部(女),女彩超(全腹+阴式子宫附件)+图文报告,男彩超(全腹+前列腺+膀胱)+图文报告,腹部B超(肝胆肾子宫附件),女彩超(全腹+子宫及附件经腹)+图文报告,腹部彩超+泌尿系彩超(女),女性彩超(肝胆胰脾泌尿系子宫附件),彩超(腹部泌尿)(男),妇科腹部彩超常规检查,泌尿生殖系B超,腹部彩超(肝|胆|胰|脾|双肾|前列腺),彩超腹部泌尿系检查(女),腹部彩超(肝胆双肾膀胱前列腺),腹部彩超(肝胆肾膀胱前列腺),肝胆脾胰双肾膀胱+前列腺彩超,彩超(肝胆胰脾双肾子宫附件),肝胆脾胰双肾子宫(黑白)B超,(空腹憋尿)彩超(前列腺+膀胱)男,彩超(腹部泌尿系妇科),腹部泌尿生殖彩超(男),腹部泌尿生殖彩超(女),彩超(腹部+盆腔)(女),肝胆脾胰双肾膀胱B超,B超(肝胆胰脾双肾双输尿管膀胱),全腹彩超含睾丸(男),B超(肝胆胰脾双肾膀胱前列腺),腹部彩超(男1),彩超(男腹部全套),彩超(女腹部全套),彩超(上腹+泌尿生殖系-女),彩超(腹部+泌尿)(女)",膀胱,描述型,,,
